id,global_review_id,hash_global_review_id,listing_id,title,is_rating,created,OverAllRating,Value For Money,Ease of Use,Features,Customer Support,Likelihood to recommned,isAnonymous,is_verified,full_name,company_industry,frequency_of_use,time_used,source,incentivized,ReviewDescription_score,Pros_score,Unnamed: 27
1095197,GetApp___136609,a3d80fc3b0,90666,CRM,FALSE,4/18/2018,3,4,3,3,4,5,FALSE,TRUE,Rekha N.,Government Administration,daily,Free Trial,GetApp,NominalGift,0.950274587,0.841400087,1460249.0
1681,GetApp___2251,623204947c,90666,Huge Value for the Investment,FALSE,11/29/2012,4,0,0,0,0,0,FALSE,FALSE,OldButCrafty ,,,,GetApp,,0.987507522,0.748120904,2227.333333
83507,SoftwareAdvice___72252,9a9b1b666b,90666,Teacher am a teacher at a public high school in Chicago,FALSE,10/29/2014,4,0,3.5,3,4.5,5,FALSE,FALSE,Gerald H.,Primary/Secondary Education,,,SoftwareAdvice,,0.834509909,0.999603093,111328.3333
24517,GetApp___27253,50b4cb4c50,90666,The best CRM solution !,FALSE,1/24/2016,4,2,4,0,2,0,FALSE,TRUE,bob j.,Civil Engineering,,Less than 6 months,GetApp,,0.998542666,0.999058902,32674.66667
1649,GetApp___2196,46d3dfc8a9,90666,Great Little Product,FALSE,11/19/2012,5,0,0,0,0,0,FALSE,FALSE,Bruce ,,,,GetApp,,0.99899441,0.748120904,2183.666667
2761211,SoftwareAdvice___1448057,c36f4c8bd5,90666,A Good CRM for the Right Industry,FALSE,4/1/2019,3,0,2,2,0,5,FALSE,FALSE,Nick E.,Financial Services,other,Less than 6 months,SoftwareAdvice,NominalGift,0.999826729,0.975272894,3681599.333
13731,GetApp___14217,46a139ba7d,90666,Fantastic End to End CRM,FALSE,8/23/2015,5,5,5,0,5,0,FALSE,TRUE,Garett L.,Information Technology and Services,,Less than 6 months,GetApp,,0.99677062,0.996125042,18292.33333
83241,SoftwareAdvice___71688,07c2c26bad,90666,This is my review,FALSE,10/29/2014,5,0,5,5,5,10,FALSE,FALSE,Suzy T.,,,,SoftwareAdvice,,0.99471432,0.979120493,110972.0
13795,GetApp___14293,9bddee46ec,90666,great value and productivity,FALSE,8/24/2015,4,5,4,0,5,0,FALSE,TRUE,Terry G.,Management Consulting,,Less than 6 months,GetApp,,0.998935163,0.748120904,18377.0
83509,SoftwareAdvice___72256,8fa4a82560,90666,CRM Review,FALSE,10/29/2014,3,0,4,3.5,2,8,FALSE,FALSE,Don K.,Real Estate,,,SoftwareAdvice,,0.662131906,0.955266297,111328.6667
83637,SoftwareAdvice___72524,59f5a542da,90666,crm surveys,FALSE,10/30/2014,3,0,2.5,2.5,2.5,6,FALSE,FALSE,Julie S.,Banking,,,SoftwareAdvice,,0.94580549,0.994098425,111499.0
783341,SoftwareAdvice___321837,bee49a50d3,90666,A lot of features and customizations are abundant but falls short,FALSE,11/11/2017,3,3,4,4,2,5,FALSE,FALSE,John M.,Medical Practice,weekly,Less than 6 months,SoftwareAdvice,NominalGift,0.998404324,0.809529603,1044437.333
1076477,GetApp___134691,72def5ced1,90666,,TRUE,4/10/2018,5,5,5,5,5,10,FALSE,TRUE,Frankie R.,,weekly,2+ years,GetApp,NominalGift,0.748120904,0.748120904,1435285.0
715443,SoftwareAdvice___296891,5a3b8e24c9,90405,TimeEntry/Expenses/Invoicing,FALSE,9/12/2017,4,0,4,5,5,8,FALSE,FALSE,Shawna P.,Computer Software,daily,6-12 months,SoftwareAdvice,NominalGift,0.996039867,0.667599916,953924.0
1958581,Capterra___1240457,1013fd97b0,90405,Problem solver,FALSE,12/14/2018,5,5,5,4,5,10,FALSE,FALSE,Kim D.,Outsourcing/Offshoring,daily,6-12 months,Capterra,NominalGift,0.978906035,0.999262631,2611441.0
289437,Capterra___156898,3c63c133bb,90405,Most feature packed project management tool we could find,FALSE,11/2/2016,5,5,5,5,5,9,FALSE,FALSE,Craig H.,Media Production,,,Capterra,,0.927784204,0.748120904,385915.3333
1995847,Capterra___1256883,2e12bf1d71,90405,Great product for startups,FALSE,12/23/2018,5,0,5,5,0,10,FALSE,FALSE,Wayne W.,Information Technology and Services,daily,6-12 months,Capterra,NominalGift,0.999310851,0.973470867,2661128.333
3587327,Capterra___1650084,38131db6b4,90405,Great Project Management Software,FALSE,7/19/2019,5,5,4,4,5,9,FALSE,FALSE,Collin R.,Internet,daily,1-2 years,Capterra,NominalGift,0.999817193,0.553819776,4783101.333
1793703,Capterra___1166181,1e1be2609e,90405,I now know what's going on ,FALSE,11/13/2018,5,5,5,5,5,10,FALSE,FALSE,Robert Y.,Information Technology and Services,daily,6-12 months,Capterra,NominalGift,0.999657631,0.994252086,2391602.333
2566199,Capterra___1400680,9e2eca5c97,90405,A Huge Accelerator for Our Business,FALSE,3/9/2019,5,5,5,5,5,10,FALSE,FALSE,Magnus R.,Information Technology and Services,daily,Less than 6 months,Capterra,NoIncentive,0.926205516,0.983955681,3421596.667
570681,Capterra___246518,41c2e79dc6,90405,"Great experience, but a bit over our budget",FALSE,5/25/2017,5,4,3,5,5,10,FALSE,FALSE,Sara B.,Mechanical or Industrial Engineering,daily,Less than 6 months,Capterra,,0.988937736,0.998871505,760905.6667
183321,Capterra___87351,2eb900ee11,90405,A superb product,FALSE,5/19/2015,5,0,5,0,5,0,FALSE,FALSE,Steve F.,,,,Capterra,,0.947353184,0.748120904,244425.3333
2419247,Capterra___1336853,5670224492,90405,Accello,FALSE,2/6/2019,5,5,4,5,5,10,FALSE,FALSE,Ian W.,Information Technology and Services,daily,Less than 6 months,Capterra,NominalGift,0.964395046,0.964134097,3225659.667
2408627,Capterra___1364452,b7ae027d78,90405,Amazing and easy ,FALSE,2/20/2019,5,5,5,5,5,10,FALSE,FALSE,Nicole B.,Human Resources,daily,6-12 months,Capterra,NominalGift,0.999269664,0.900558233,3211499.333
2428687,SoftwareAdvice___554295,594fd09d02,90405,"Cloud based, Sales / revenue / time / expense tracking tool - good for a small company",FALSE,2/21/2019,4,0,4,4,0,7,FALSE,FALSE,Shawna P.,,weekly,2+ years,SoftwareAdvice,NominalGift,0.982775927,0.942835152,3238245.667
691921,Capterra___276327,9cfb180ca6,90405,"Extremely Buggy, Content Updates and Content Beta",FALSE,8/21/2017,1,1,1,1,4,0,FALSE,FALSE,Alexa E.,,daily,1-2 years,Capterra,NoIncentive,0.999321461,0.940195024,922557.3333
1238631,Capterra___492027,1a2592c504,90405,The best billing software we've used,FALSE,6/6/2018,5,5,3,5,5,0,FALSE,FALSE,Jared V.,,daily,6-12 months,Capterra,NominalGift,0.999010205,0.997130811,1651503.667
4687779,Capterra___1915514,375c68e5f6,90405,Speed things up,FALSE,12/16/2019,5,5,4,5,5,10,FALSE,FALSE,Hugo N.,Information Technology and Services,daily,6-12 months,Capterra,NoIncentive,0.999420404,0.660525918,6250367.333
1975881,Capterra___1248289,35b911748b,90405,Use of Accelo,FALSE,12/19/2018,4,4,4,5,3,8,FALSE,FALSE,Prayank K.,Information Technology and Services,daily,Less than 6 months,Capterra,NominalGift,0.996994138,0.998836339,2634503.0
454927,GetApp___74489,99392e5aee,90405,Very good solution for all in one CRM and PSA,FALSE,4/26/2017,5,5,5,4,5,9,FALSE,TRUE,Colin S.,Computer Software,daily,6-12 months,GetApp,,0.999266088,0.944365382,606564.0
3698219,Capterra___1677220,253608f87a,90405,quotes to contracts to projects done seamlessly,FALSE,8/1/2019,5,0,5,4,0,8,FALSE,FALSE,Ellen M.,Computer Software,monthly,1-2 years,Capterra,NominalGift,0.982552528,0.996939659,4930953.0
2321611,Capterra___1344099,063b9ca800,90405,Great Product,FALSE,2/11/2019,5,5,5,5,5,10,TRUE,FALSE,Anonymous Reviewer,Design,daily,1-2 years,Capterra,NominalGift,0.990796685,0.99976939,3095475.333
1015053,GetApp___130269,d7c7ed3514,90405,Great tool!,FALSE,3/20/2018,5,5,5,5,4,9,FALSE,TRUE,Mark J.,,daily,6-12 months,GetApp,NominalGift,0.999847531,0.997862041,1353397.667
1964473,Capterra___1243067,1c1f4a31c4,90405,Accelo Review,FALSE,12/17/2018,4,5,4,5,4,8,FALSE,FALSE,Nathan B.,Information Technology and Services,daily,Less than 6 months,Capterra,NominalGift,0.999323368,0.992910326,2619290.667
1870163,Capterra___1200675,6129ad99bc,90405,Tries to do too many things and fails at most of them,FALSE,11/28/2018,3,1,2,1,1,3,TRUE,FALSE,Anonymous Reviewer,Information Technology and Services,other,1-2 years,Capterra,NominalGift,0.999475181,0.982416153,2493543.667
1954121,Capterra___1238412,aae86b0c74,90405,Amazing Software,FALSE,12/14/2018,5,5,4,5,5,10,TRUE,FALSE,Anonymous Reviewer,Marketing and Advertising,daily,6-12 months,Capterra,NominalGift,0.999869704,0.972578347,2605487.333
367471,SoftwareAdvice___216573,34b7da5337,90405,"Great PSA, great value",FALSE,1/23/2017,5,5,5,5,5,10,FALSE,FALSE,Colin S.,Computer Software,daily,Less than 6 months,SoftwareAdvice,,0.998853207,0.999794185,489953.6667
2419175,Capterra___1337060,c40f98dc27,90405,Accelo for Video Production,FALSE,2/6/2019,4,4,3,4,5,7,TRUE,FALSE,Anonymous Reviewer,Media Production,daily,6-12 months,Capterra,NominalGift,0.782078266,0.999521613,3225558.667
5912215,Capterra___2215618,17b5af8dcb,90405,Kind of a Business in-a-box,FALSE,6/11/2020,5,5,4,5,5,8,FALSE,FALSE,Grant B.,Marketing and Advertising,other,Free Trial,Capterra,NominalGift,0.996612132,0.990483642,7882945.0
1110789,Capterra___438067,c807822bc5,90405,Very in depth project software,FALSE,4/24/2018,5,4,4,4,4,8,TRUE,FALSE,Anonymous Reviewer,,daily,Less than 6 months,Capterra,NominalGift,0.999114811,0.997818112,1481043.333
285973,Capterra___156340,bae68d2367,90405,All-in-one system for Accounting/Consulting Firms,FALSE,11/1/2016,5,5,5,5,5,10,FALSE,FALSE,Tim K.,Accounting,,,Capterra,,0.935247898,0.748120904,381288.3333
296563,Capterra___164440,adba2752b9,90405,Full One Stop Shop for your business,FALSE,11/16/2016,5,5,5,5,5,8,FALSE,FALSE,Chen A.,,,,Capterra,,0.979595125,0.748120904,395408.0
3669531,Capterra___1670214,632aad6188,90405,Great CRM,FALSE,7/29/2019,4,0,5,5,5,9,FALSE,FALSE,Adam B.,Marketing and Advertising,daily,Less than 6 months,Capterra,NoIncentive,0.999468744,0.983852267,4892698.333
2307631,Capterra___1340884,d2e792898e,90405,Accelo Review,FALSE,2/8/2019,5,5,5,5,5,10,FALSE,FALSE,Lisa D.,Accounting,daily,Less than 6 months,Capterra,NominalGift,0.973600149,0.990720987,3076831.333
1182881,Capterra___468975,4ae6c1c4ad,90405,Our company moved to Accelo this year and it has been a game changer!,FALSE,5/15/2018,5,3,4,5,3,0,FALSE,FALSE,Logan D.,,daily,Less than 6 months,Capterra,NominalGift,0.996647775,0.998516262,1577164.333
1942301,Capterra___1233143,25533cd09c,90405,Easy to use and has lots of features.,FALSE,12/12/2018,5,5,4,5,5,10,TRUE,FALSE,Anonymous Reviewer,Information Technology and Services,daily,Less than 6 months,Capterra,NominalGift,0.999171376,0.850539625,2589724.0
354073,Capterra___187562,cf1ecf52b3,90405,Professional services automation tool,FALSE,1/10/2017,4,4,2,4,5,0,FALSE,FALSE,Ben T.,,,,Capterra,,0.998306155,0.748120904,472086.3333
2114387,Capterra___1295939,5f5038f02d,90405,Good program but difficult at first,FALSE,1/17/2019,5,3,3,3,4,7,FALSE,FALSE,Jake P.,Computer Hardware,daily,Less than 6 months,Capterra,NoIncentive,0.9683972,0.763887167,2819171.333
1970729,Capterra___1245943,84b5e7896d,90405,Accelo,FALSE,12/18/2018,4,0,3,5,0,7,TRUE,FALSE,Anonymous Reviewer,Information Technology and Services,daily,Less than 6 months,Capterra,NominalGift,0.991674721,0.999699593,2627627.0
1979135,Capterra___1249709,f3e528877e,90405,A great tool for project management and hour tracking,FALSE,12/19/2018,5,5,4,5,5,8,FALSE,FALSE,Maya C.,Government Administration,weekly,Less than 6 months,Capterra,NominalGift,0.9997316,0.892925024,2638834.667
286033,Capterra___156375,9ba092ebf1,90405,Flexible and intuitive CRM / PSA,FALSE,11/1/2016,5,5,5,5,5,9,FALSE,FALSE,Liv N.,Management Consulting,,,Capterra,,0.996395886,0.748120904,381365.0
1541853,Capterra___1054840,8218f81dec,90405,"Powerful, complex.",FALSE,9/10/2018,4,3,3,4,3,6,TRUE,FALSE,Anonymous Reviewer,Media Production,daily,Less than 6 months,Capterra,NominalGift,0.999872923,0.986435711,2055791.333
1954655,Capterra___1238657,25886a987b,90405,Accelo Great for Managing my Clients ,FALSE,12/14/2018,5,5,5,5,5,9,FALSE,FALSE,Collin R.,Computer Networking,daily,Less than 6 months,Capterra,NominalGift,0.985966027,0.998169541,2606193.667
279759,Capterra___159473,fee8f53556,90405,The perfect tool for an IT service company,FALSE,11/7/2016,5,5,5,5,5,10,FALSE,FALSE,Kasper P.,Information Technology and Services,,,Capterra,,0.996621013,0.748120904,372998.6667
1976765,Capterra___1248672,b297859233,90405,Review,FALSE,12/19/2018,5,0,3,3,5,8,FALSE,FALSE,Rebekah S.,Computer Software,daily,Less than 6 months,Capterra,NominalGift,0.994689345,0.999630213,2635673.0
6495371,Capterra___2364524,b3af2251ee,90405,Makes me more productive,FALSE,8/29/2020,4,4,4,5,5,8,TRUE,FALSE,Anonymous Reviewer,Mechanical or Industrial Engineering,other,Less than 6 months,Capterra,NominalGift,0.874732256,0.997841716,8660480.667
285977,Capterra___156342,43efc4524b,90405,A truly all in one business web application,FALSE,11/1/2016,5,5,5,5,5,0,FALSE,FALSE,Amitaf D.,Information Technology and Services,,,Capterra,,0.992677212,0.748120904,381288.3333
894569,Capterra___353093,c8bf4cb247,90405,Great integrations and other features!,FALSE,1/17/2018,5,5,4,5,5,0,TRUE,FALSE,Anonymous Reviewer,Financial Services,weekly,Less than 6 months,Capterra,NominalGift,0.99988246,0.995030165,1192744.0
290067,Capterra___156923,8f382a3715,90405,Simply brilliant,FALSE,11/2/2016,5,5,5,5,5,0,FALSE,FALSE,David J.,,,,Capterra,,0.998428345,0.748120904,386741.0
286031,Capterra___156374,f78fdb1dc2,90405,Brilliant bit of kit,FALSE,11/1/2016,5,5,5,5,5,10,FALSE,FALSE,Laurence W.,Marketing and Advertising,,,Capterra,,0.993145943,0.748120904,381359.3333
18223,GetApp___19339,e484e076d9,90405,Great Value For the Money,FALSE,10/28/2015,4,5,4,0,5,0,FALSE,TRUE,Stephen C.,Marketing and Advertising,,Less than 6 months,GetApp,,0.993959904,0.999875665,24281.66667
154149,Capterra___66935,6fefa35154,90405,Great product,FALSE,8/26/2014,5,0,5,0,5,0,FALSE,FALSE,Ashley B.,,,,Capterra,,0.784559965,0.748120904,205516.0
289417,Capterra___156888,6049412e9e,90405,Accelo is a must try tool when managing projects,FALSE,11/2/2016,1,1,1,4,1,8,FALSE,FALSE,Thijs R.,Computer Software,,,Capterra,,0.682126045,0.748120904,385873.0
1972265,Capterra___1246622,4f0aa83fca,90405,"Easy to use, highly configurable for work processes",FALSE,12/18/2018,5,5,5,5,5,10,FALSE,FALSE,Patrick C.,Information Technology and Services,weekly,1-2 years,Capterra,NominalGift,0.995152593,0.996042013,2629670.0
3838391,Capterra___1707020,8b16e4bc60,90405,Brilliant ,FALSE,8/20/2019,4,0,3,4,4,9,FALSE,FALSE,Marissa G.,Marketing and Advertising,daily,Less than 6 months,Capterra,NoIncentive,0.999866009,0.993405342,5117837.667
2021255,Capterra___1268376,49d8716b74,90405,Great Business Tool,FALSE,1/2/2019,5,0,4,5,0,9,TRUE,FALSE,Anonymous Reviewer,Financial Services,daily,6-12 months,Capterra,NominalGift,0.99986136,0.99431181,2694989.333
2599367,Capterra___1408783,41127b3f1e,90405,Good - not great,FALSE,3/12/2019,4,0,3,4,0,5,FALSE,FALSE,Megan T.,Marketing and Advertising,daily,6-12 months,Capterra,NoIncentive,0.920331895,0.99279058,3465805.0
1969363,Capterra___1245275,8a4caaf39e,90405,best solution around,FALSE,12/18/2018,5,4,5,5,5,9,FALSE,FALSE,Andrew B.,Information Technology and Services,daily,Less than 6 months,Capterra,NominalGift,0.997883737,0.978398442,2625799.333
1976729,Capterra___1248656,63151dfd80,90405,good service operation solution for managing all client related activity.,FALSE,12/19/2018,4,4,4,5,4,8,FALSE,FALSE,Gourav S.,Information Technology and Services,weekly,Free Trial,Capterra,NominalGift,0.952484071,0.998459458,2635620.333
62409,SoftwareAdvice___22024,75c2f40aa0,90405,"Awesome software, responsive team, helpful support - recommended!",FALSE,11/15/2013,5,0,5,4,5,10,FALSE,FALSE,Ruth C.,Graphic Design,,,SoftwareAdvice,,0.999838948,0.999627113,83193.33333
2298323,Capterra___1338726,931e32ace2,90405,Its good and eficient,FALSE,2/7/2019,4,5,4,4,3,10,FALSE,FALSE,Kajal U.,Accounting,daily,6-12 months,Capterra,NominalGift,0.996982157,0.998982966,3064411.667
1958125,Capterra___1240258,f77c5a039f,90405,Great for switching away from Connectwise Manage,FALSE,12/14/2018,5,5,5,5,5,10,TRUE,FALSE,Anonymous Reviewer,Information Technology and Services,daily,Less than 6 months,Capterra,NominalGift,0.989660501,0.992854059,2610814.0
242381,Capterra___130927,bf757cf18c,90405,Great Project. Clean and user friendly ,FALSE,6/28/2016,4,5,4,5,5,9,FALSE,FALSE,Darby Y.,Architecture & Planning,daily,6-12 months,Capterra,,0.997726262,0.934300661,323155.0
223829,Capterra___119979,3858371cc0,90405,So Happy I Switched to Accelo!,FALSE,4/7/2016,5,0,5,0,5,0,FALSE,FALSE,Harris L.,,,,Capterra,,0.601891518,0.748120904,298418.6667
